Type,Other_Type,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Total,Generation,Legendary
22.0,492.0,54.0,45.0,47.0,,98.0,,371.0,6.0,
22.0,492.0,78.0,65.0,68.0,112.0,154.0,75.0,552.0,6.0,0.0
91.0,492.0,66.0,65.0,48.0,62.0,57.0,52.0,350.0,6.0,0.0
91.0,492.0,123.0,100.0,62.0,97.0,81.0,68.0,531.0,,0.0
42.0,,67.0,82.0,62.0,46.0,48.0,43.0,348.0,6.0,0.0
42.0,27.0,95.0,124.0,78.0,69.0,71.0,58.0,495.0,6.0,0.0
115.0,492.0,75.0,,60.0,65.0,90.0,102.0,472.0,6.0,0.0
81.0,492.0,62.0,48.0,54.0,63.0,60.0,68.0,355.0,6.0,0.0
81.0,,74.0,48.0,76.0,83.0,,104.0,466.0,6.0,0.0
81.0,492.0,74.0,48.0,76.0,83.0,81.0,104.0,466.0,6.0,0.0
36.0,26.0,45.0,80.0,100.0,35.0,37.0,28.0,325.0,6.0,0.0
36.0,26.0,59.0,110.0,150.0,45.0,,35.0,448.0,6.0,0.0
36.0,26.0,60.0,50.0,140.0,50.0,140.0,60.0,500.0,6.0,0.0
36.0,26.0,60.0,140.0,50.0,140.0,50.0,60.0,500.0,6.0,0.0
22.0,492.0,,52.0,60.0,63.0,65.0,23.0,341.0,6.0,0.0
,492.0,,72.0,72.0,99.0,,29.0,462.0,6.0,0.0
22.0,492.0,62.0,48.0,66.0,59.0,57.0,,,6.0,0.0
22.0,,82.0,80.0,,85.0,75.0,72.0,480.0,6.0,0.0
46.0,40.0,53.0,54.0,53.0,,,45.0,288.0,6.0,0.0
46.0,40.0,,92.0,88.0,,75.0,73.0,482.0,,0.0
60.0,20.0,42.0,52.0,67.0,,56.0,50.0,306.0,6.0,0.0
60.0,20.0,72.0,105.0,115.0,54.0,86.0,68.0,500.0,6.0,0.0
41.0,20.0,50.0,60.0,60.0,,60.0,30.0,320.0,6.0,0.0
41.0,,,75.0,90.0,97.0,123.0,44.0,494.0,6.0,0.0
134.0,492.0,50.0,,,58.0,63.0,44.0,330.0,6.0,0.0
134.0,492.0,71.0,73.0,88.0,120.0,89.0,59.0,500.0,6.0,0.0
62.0,11.0,44.0,38.0,33.0,61.0,43.0,70.0,289.0,6.0,0.0
62.0,11.0,,55.0,52.0,109.0,94.0,109.0,481.0,6.0,0.0
60.0,32.0,58.0,89.0,77.0,45.0,45.0,,362.0,6.0,0.0
60.0,32.0,,121.0,,,59.0,71.0,521.0,6.0,0.0
60.0,20.0,77.0,,50.0,67.0,63.0,46.0,362.0,6.0,0.0
60.0,20.0,123.0,,72.0,99.0,92.0,58.0,521.0,6.0,0.0
22.0,,95.0,65.0,65.0,110.0,,60.0,525.0,,0.0
,112.0,78.0,,75.0,74.0,63.0,118.0,500.0,6.0,0.0
62.0,41.0,67.0,,57.0,81.0,67.0,101.0,431.0,6.0,0.0
60.0,41.0,50.0,50.0,150.0,50.0,150.0,50.0,500.0,,
41.0,492.0,45.0,,35.0,55.0,75.0,40.0,300.0,6.0,0.0
41.0,492.0,68.0,75.0,53.0,,113.0,,452.0,6.0,0.0
,492.0,90.0,100.0,70.0,110.0,150.0,80.0,600.0,6.0,0.0
36.0,41.0,,80.0,91.0,80.0,87.0,75.0,470.0,6.0,
42.0,28.0,43.0,70.0,48.0,,60.0,38.0,309.0,6.0,0.0
42.0,28.0,,110.0,76.0,65.0,82.0,56.0,474.0,6.0,0.0
42.0,28.0,49.0,66.0,70.0,44.0,55.0,51.0,335.0,,0.0
42.0,,44.0,66.0,70.0,44.0,55.0,56.0,335.0,6.0,0.0
,28.0,54.0,66.0,70.0,44.0,,46.0,335.0,,0.0
42.0,28.0,59.0,66.0,70.0,44.0,55.0,41.0,335.0,6.0,0.0
42.0,28.0,65.0,90.0,122.0,,75.0,84.0,,6.0,0.0
42.0,28.0,55.0,85.0,,58.0,75.0,,494.0,6.0,0.0
,28.0,75.0,95.0,122.0,58.0,75.0,69.0,494.0,6.0,0.0
42.0,28.0,85.0,100.0,122.0,58.0,75.0,54.0,494.0,6.0,0.0
37.0,492.0,55.0,69.0,85.0,32.0,35.0,28.0,304.0,6.0,
37.0,,95.0,117.0,184.0,44.0,46.0,28.0,514.0,6.0,0.0
8.0,32.0,,30.0,35.0,45.0,40.0,,245.0,6.0,0.0
,32.0,85.0,70.0,80.0,97.0,80.0,123.0,535.0,6.0,0.0
22.0,492.0,126.0,131.0,95.0,131.0,98.0,99.0,680.0,6.0,1.0
46.0,112.0,126.0,131.0,95.0,131.0,98.0,99.0,680.0,6.0,
41.0,39.0,108.0,,121.0,81.0,95.0,95.0,600.0,6.0,1.0
41.0,39.0,54.0,100.0,,61.0,,115.0,486.0,6.0,1.0
41.0,39.0,216.0,100.0,121.0,91.0,95.0,85.0,,6.0,1.0
60.0,41.0,50.0,100.0,150.0,100.0,150.0,50.0,600.0,,1.0
,41.0,50.0,160.0,,160.0,110.0,110.0,700.0,6.0,1.0
81.0,,80.0,110.0,60.0,150.0,130.0,70.0,600.0,6.0,1.0
81.0,27.0,,160.0,60.0,170.0,130.0,80.0,680.0,6.0,1.0
65.0,20.0,80.0,,,130.0,90.0,,600.0,6.0,1.0
91.0,112.0,68.0,55.0,55.0,50.0,50.0,42.0,,7.0,0.0
91.0,112.0,78.0,75.0,75.0,70.0,70.0,52.0,420.0,7.0,0.0
,26.0,78.0,107.0,75.0,100.0,100.0,70.0,530.0,7.0,0.0
65.0,492.0,45.0,65.0,40.0,60.0,40.0,70.0,320.0,7.0,0.0
65.0,492.0,65.0,85.0,,80.0,50.0,90.0,420.0,7.0,0.0
65.0,27.0,95.0,115.0,,80.0,90.0,60.0,530.0,7.0,0.0
134.0,492.0,50.0,54.0,54.0,66.0,56.0,,320.0,7.0,0.0
134.0,492.0,60.0,69.0,69.0,91.0,81.0,50.0,420.0,7.0,0.0
,,80.0,74.0,74.0,126.0,116.0,60.0,530.0,7.0,0.0
115.0,112.0,35.0,,30.0,30.0,30.0,65.0,,,0.0
115.0,112.0,55.0,85.0,50.0,40.0,,75.0,355.0,7.0,0.0
115.0,112.0,80.0,120.0,75.0,75.0,75.0,60.0,,7.0,0.0
,492.0,,70.0,30.0,,30.0,45.0,253.0,7.0,0.0
115.0,492.0,88.0,110.0,60.0,55.0,60.0,,418.0,7.0,0.0
81.0,492.0,47.0,62.0,,55.0,45.0,46.0,300.0,7.0,0.0
81.0,11.0,57.0,82.0,95.0,55.0,75.0,,400.0,7.0,0.0
81.0,11.0,,70.0,90.0,145.0,75.0,,500.0,7.0,0.0
42.0,,47.0,82.0,57.0,42.0,,,338.0,7.0,0.0
42.0,20.0,97.0,132.0,77.0,62.0,67.0,43.0,,7.0,0.0
65.0,112.0,75.0,70.0,70.0,,70.0,93.0,476.0,7.0,0.0
62.0,112.0,75.0,70.0,70.0,98.0,70.0,93.0,476.0,7.0,0.0
81.0,112.0,75.0,70.0,70.0,98.0,70.0,93.0,476.0,7.0,0.0
42.0,,75.0,70.0,70.0,98.0,70.0,,476.0,7.0,0.0
81.0,41.0,40.0,45.0,40.0,55.0,40.0,84.0,304.0,7.0,0.0
81.0,41.0,60.0,55.0,60.0,95.0,70.0,124.0,464.0,7.0,0.0
60.0,492.0,45.0,65.0,40.0,30.0,40.0,60.0,280.0,7.0,0.0
60.0,492.0,45.0,65.0,40.0,30.0,40.0,60.0,280.0,7.0,
60.0,492.0,75.0,115.0,65.0,55.0,65.0,112.0,487.0,7.0,
60.0,,85.0,115.0,75.0,,75.0,82.0,487.0,7.0,0.0
60.0,,75.0,117.0,65.0,,65.0,110.0,487.0,7.0,0.0
134.0,492.0,,20.0,,25.0,25.0,40.0,175.0,7.0,0.0
134.0,,45.0,140.0,130.0,140.0,135.0,30.0,620.0,7.0,0.0
41.0,20.0,50.0,53.0,,43.0,,45.0,305.0,7.0,0.0
41.0,20.0,50.0,63.0,152.0,53.0,,35.0,495.0,,0.0
41.0,492.0,70.0,100.0,70.0,45.0,55.0,,385.0,7.0,0.0
41.0,492.0,100.0,125.0,,55.0,85.0,35.0,500.0,7.0,0.0
134.0,9.0,38.0,40.0,52.0,40.0,72.0,27.0,269.0,7.0,0.0
134.0,9.0,68.0,70.0,92.0,,132.0,42.0,454.0,7.0,0.0
91.0,492.0,40.0,,35.0,,35.0,35.0,250.0,,0.0
91.0,492.0,70.0,105.0,90.0,80.0,,45.0,480.0,7.0,0.0
91.0,,40.0,35.0,55.0,65.0,75.0,15.0,,7.0,0.0
,41.0,60.0,45.0,80.0,90.0,100.0,30.0,405.0,7.0,0.0
,17.0,48.0,44.0,,71.0,40.0,77.0,320.0,7.0,0.0
41.0,17.0,68.0,64.0,60.0,111.0,60.0,117.0,480.0,7.0,0.0
115.0,32.0,70.0,75.0,50.0,,50.0,50.0,340.0,7.0,0.0
115.0,32.0,120.0,,80.0,55.0,60.0,60.0,500.0,7.0,0.0
91.0,492.0,42.0,30.0,38.0,30.0,38.0,32.0,210.0,7.0,0.0
91.0,492.0,52.0,40.0,48.0,40.0,48.0,62.0,290.0,7.0,0.0
91.0,492.0,72.0,120.0,98.0,50.0,98.0,72.0,510.0,7.0,
22.0,492.0,51.0,52.0,90.0,82.0,110.0,100.0,485.0,,
115.0,40.0,90.0,60.0,80.0,90.0,110.0,60.0,490.0,7.0,0.0
42.0,492.0,100.0,120.0,,,60.0,80.0,490.0,7.0,0.0
81.0,20.0,25.0,35.0,40.0,20.0,,80.0,230.0,7.0,0.0
81.0,20.0,75.0,125.0,140.0,60.0,90.0,40.0,530.0,,0.0
42.0,39.0,55.0,,80.0,,45.0,15.0,320.0,7.0,0.0
42.0,39.0,85.0,75.0,110.0,100.0,75.0,35.0,480.0,7.0,0.0
134.0,,55.0,60.0,130.0,30.0,130.0,5.0,,7.0,0.0
115.0,492.0,95.0,95.0,95.0,95.0,95.0,,534.0,7.0,1.0
115.0,492.0,95.0,,95.0,95.0,95.0,95.0,570.0,,1.0
60.0,112.0,60.0,60.0,100.0,60.0,100.0,60.0,440.0,7.0,0.0
60.0,112.0,60.0,100.0,60.0,100.0,60.0,120.0,500.0,7.0,0.0
115.0,492.0,,115.0,65.0,75.0,95.0,65.0,480.0,,0.0
65.0,32.0,60.0,78.0,135.0,91.0,85.0,,485.0,7.0,0.0
62.0,35.0,65.0,98.0,63.0,40.0,73.0,96.0,435.0,7.0,0.0
42.0,41.0,55.0,90.0,80.0,50.0,105.0,96.0,476.0,7.0,0.0
134.0,40.0,,105.0,70.0,70.0,70.0,,,7.0,0.0
115.0,32.0,78.0,,85.0,,91.0,36.0,485.0,7.0,0.0
42.0,28.0,70.0,131.0,100.0,86.0,90.0,40.0,,7.0,0.0
41.0,492.0,,,65.0,45.0,45.0,45.0,300.0,7.0,0.0
41.0,32.0,55.0,75.0,90.0,65.0,70.0,65.0,420.0,7.0,0.0
41.0,32.0,75.0,110.0,125.0,100.0,,85.0,600.0,7.0,0.0
62.0,,70.0,115.0,85.0,95.0,75.0,130.0,570.0,7.0,
81.0,41.0,70.0,85.0,75.0,,115.0,95.0,,7.0,1.0
,41.0,70.0,130.0,115.0,85.0,95.0,75.0,570.0,7.0,1.0
134.0,41.0,70.0,75.0,115.0,95.0,130.0,85.0,570.0,7.0,1.0
,492.0,43.0,29.0,31.0,29.0,31.0,37.0,200.0,,1.0
81.0,492.0,43.0,29.0,,29.0,131.0,37.0,,7.0,1.0
81.0,,137.0,137.0,107.0,113.0,89.0,97.0,680.0,7.0,1.0
81.0,,137.0,113.0,89.0,,107.0,97.0,680.0,7.0,1.0
60.0,38.0,109.0,53.0,47.0,127.0,131.0,103.0,570.0,,1.0
81.0,32.0,107.0,139.0,139.0,,,79.0,570.0,7.0,1.0
81.0,32.0,71.0,137.0,37.0,137.0,37.0,151.0,,7.0,1.0
,492.0,,89.0,71.0,173.0,71.0,83.0,570.0,,1.0
36.0,112.0,97.0,101.0,103.0,107.0,101.0,61.0,570.0,7.0,1.0
91.0,35.0,59.0,181.0,131.0,59.0,31.0,109.0,570.0,,1.0
46.0,,223.0,101.0,53.0,97.0,,43.0,570.0,7.0,1.0
81.0,492.0,,107.0,101.0,127.0,89.0,79.0,600.0,7.0,
81.0,35.0,97.0,157.0,127.0,113.0,,77.0,680.0,7.0,1.0
81.0,26.0,97.0,113.0,109.0,157.0,127.0,77.0,680.0,7.0,1.0
81.0,32.0,97.0,167.0,97.0,167.0,97.0,129.0,754.0,7.0,1.0
36.0,41.0,80.0,95.0,115.0,130.0,115.0,65.0,600.0,7.0,
42.0,26.0,90.0,125.0,,90.0,,125.0,600.0,7.0,1.0
41.0,,67.0,73.0,67.0,73.0,67.0,73.0,420.0,7.0,1.0
41.0,32.0,73.0,,73.0,127.0,73.0,121.0,540.0,7.0,1.0
60.0,35.0,61.0,131.0,211.0,53.0,101.0,13.0,570.0,,1.0
65.0,26.0,53.0,127.0,53.0,151.0,79.0,107.0,570.0,7.0,1.0
62.0,492.0,88.0,112.0,,102.0,80.0,143.0,600.0,7.0,1.0
36.0,492.0,46.0,65.0,65.0,55.0,35.0,34.0,300.0,7.0,1.0
36.0,492.0,135.0,143.0,143.0,80.0,65.0,34.0,,7.0,1.0
91.0,492.0,50.0,65.0,50.0,40.0,40.0,65.0,310.0,8.0,0.0
91.0,492.0,70.0,85.0,70.0,,60.0,80.0,420.0,8.0,
91.0,492.0,100.0,125.0,90.0,60.0,70.0,85.0,530.0,8.0,
,492.0,50.0,71.0,40.0,40.0,40.0,69.0,310.0,8.0,0.0
65.0,492.0,65.0,86.0,60.0,55.0,60.0,94.0,420.0,8.0,0.0
65.0,492.0,80.0,116.0,75.0,65.0,75.0,119.0,530.0,8.0,0.0
134.0,492.0,50.0,40.0,40.0,70.0,40.0,70.0,310.0,8.0,0.0
134.0,492.0,65.0,60.0,55.0,,55.0,90.0,420.0,8.0,0.0
,492.0,70.0,85.0,65.0,125.0,65.0,120.0,,8.0,0.0
115.0,492.0,70.0,55.0,55.0,35.0,35.0,25.0,275.0,8.0,0.0
115.0,492.0,120.0,95.0,95.0,55.0,75.0,20.0,460.0,8.0,0.0
8.0,492.0,38.0,47.0,35.0,33.0,35.0,57.0,245.0,8.0,0.0
8.0,492.0,68.0,67.0,55.0,43.0,55.0,,,8.0,0.0
8.0,35.0,98.0,,105.0,53.0,85.0,67.0,495.0,8.0,
81.0,492.0,,20.0,20.0,25.0,45.0,45.0,180.0,8.0,0.0
81.0,40.0,50.0,35.0,,50.0,90.0,30.0,335.0,8.0,0.0
81.0,40.0,60.0,45.0,110.0,80.0,120.0,90.0,505.0,,0.0
46.0,492.0,40.0,28.0,,47.0,52.0,50.0,,8.0,0.0
46.0,492.0,,58.0,,87.0,,90.0,455.0,8.0,0.0
91.0,492.0,40.0,40.0,60.0,40.0,60.0,10.0,250.0,8.0,0.0
,492.0,60.0,50.0,90.0,80.0,120.0,60.0,460.0,8.0,
115.0,492.0,42.0,40.0,55.0,40.0,45.0,48.0,,8.0,0.0
,492.0,72.0,80.0,100.0,60.0,90.0,88.0,490.0,8.0,0.0
134.0,492.0,50.0,64.0,50.0,38.0,38.0,44.0,284.0,,0.0
134.0,15.0,90.0,115.0,90.0,48.0,68.0,74.0,485.0,8.0,0.0
62.0,492.0,59.0,45.0,,40.0,50.0,26.0,270.0,8.0,0.0
62.0,492.0,69.0,90.0,60.0,90.0,60.0,121.0,,,0.0
60.0,492.0,30.0,40.0,50.0,,50.0,30.0,240.0,8.0,0.0
60.0,17.0,,60.0,,60.0,70.0,50.0,410.0,8.0,0.0
60.0,17.0,110.0,80.0,120.0,,90.0,,510.0,8.0,0.0
91.0,32.0,40.0,40.0,80.0,40.0,40.0,20.0,260.0,8.0,0.0
91.0,32.0,70.0,110.0,80.0,95.0,60.0,70.0,485.0,8.0,0.0
91.0,32.0,,85.0,80.0,100.0,80.0,30.0,485.0,8.0,0.0
,492.0,,57.0,75.0,35.0,50.0,,315.0,8.0,
41.0,492.0,72.0,107.0,125.0,65.0,70.0,71.0,510.0,8.0,0.0
8.0,20.0,,85.0,55.0,85.0,95.0,85.0,475.0,8.0,0.0
134.0,492.0,41.0,63.0,40.0,40.0,30.0,,280.0,8.0,0.0
134.0,492.0,,123.0,60.0,60.0,50.0,,490.0,,0.0
62.0,38.0,40.0,,35.0,54.0,35.0,40.0,242.0,8.0,0.0
,38.0,75.0,98.0,70.0,,70.0,75.0,502.0,8.0,0.0
62.0,,75.0,98.0,70.0,114.0,70.0,75.0,502.0,8.0,0.0
65.0,9.0,50.0,65.0,,50.0,50.0,45.0,305.0,8.0,0.0
65.0,9.0,100.0,115.0,65.0,90.0,90.0,65.0,525.0,8.0,0.0
42.0,492.0,50.0,68.0,60.0,50.0,50.0,32.0,310.0,8.0,0.0
42.0,492.0,80.0,118.0,90.0,70.0,80.0,42.0,480.0,8.0,0.0
42.0,492.0,,45.0,45.0,,54.0,50.0,308.0,8.0,0.0
42.0,492.0,60.0,65.0,65.0,134.0,,70.0,508.0,8.0,0.0
81.0,492.0,42.0,30.0,,56.0,53.0,,,8.0,0.0
81.0,492.0,,40.0,65.0,86.0,73.0,49.0,370.0,,0.0
81.0,41.0,57.0,90.0,95.0,136.0,103.0,29.0,510.0,8.0,0.0
46.0,41.0,45.0,45.0,30.0,55.0,40.0,50.0,265.0,8.0,0.0
46.0,41.0,65.0,60.0,45.0,75.0,55.0,70.0,370.0,,0.0
46.0,41.0,95.0,120.0,65.0,95.0,75.0,60.0,510.0,8.0,0.0
46.0,11.0,93.0,90.0,101.0,60.0,,95.0,520.0,8.0,0.0
36.0,492.0,,,100.0,50.0,60.0,50.0,440.0,,0.0
42.0,492.0,60.0,95.0,50.0,145.0,130.0,30.0,510.0,8.0,0.0
42.0,492.0,62.0,135.0,95.0,68.0,82.0,65.0,507.0,,0.0
,,80.0,85.0,75.0,110.0,100.0,70.0,520.0,8.0,0.0
41.0,26.0,,95.0,145.0,50.0,105.0,30.0,,8.0,0.0
22.0,492.0,45.0,40.0,40.0,50.0,61.0,34.0,270.0,8.0,0.0
22.0,,,60.0,75.0,110.0,121.0,64.0,495.0,8.0,
42.0,492.0,65.0,100.0,100.0,70.0,60.0,75.0,470.0,8.0,0.0
,492.0,48.0,101.0,95.0,91.0,85.0,,435.0,8.0,0.0
37.0,9.0,,25.0,35.0,45.0,30.0,20.0,185.0,8.0,0.0
37.0,9.0,70.0,65.0,60.0,125.0,90.0,65.0,475.0,8.0,0.0
,492.0,100.0,125.0,135.0,20.0,20.0,70.0,470.0,8.0,0.0
37.0,492.0,75.0,80.0,,,,50.0,470.0,,0.0
37.0,492.0,75.0,80.0,70.0,65.0,50.0,130.0,,8.0,0.0
81.0,11.0,60.0,65.0,55.0,105.0,95.0,95.0,475.0,8.0,0.0
81.0,11.0,70.0,55.0,65.0,,,85.0,475.0,8.0,0.0
62.0,27.0,58.0,95.0,58.0,70.0,58.0,97.0,436.0,8.0,0.0
62.0,27.0,58.0,95.0,,70.0,,97.0,436.0,8.0,
36.0,492.0,72.0,80.0,49.0,40.0,49.0,40.0,330.0,8.0,
36.0,492.0,122.0,130.0,69.0,80.0,69.0,30.0,500.0,8.0,0.0
62.0,32.0,90.0,100.0,90.0,80.0,70.0,75.0,505.0,8.0,0.0
62.0,20.0,90.0,100.0,90.0,90.0,80.0,55.0,505.0,8.0,0.0
134.0,32.0,90.0,90.0,,,80.0,75.0,505.0,,0.0
,20.0,90.0,90.0,100.0,80.0,90.0,55.0,505.0,,
,32.0,70.0,95.0,115.0,120.0,50.0,85.0,535.0,8.0,0.0
41.0,26.0,28.0,,,40.0,30.0,82.0,270.0,8.0,
41.0,26.0,68.0,80.0,50.0,60.0,50.0,102.0,410.0,,0.0
41.0,26.0,88.0,120.0,75.0,100.0,75.0,142.0,600.0,,0.0
22.0,35.0,92.0,170.0,115.0,80.0,115.0,148.0,720.0,8.0,1.0
22.0,,92.0,130.0,115.0,80.0,115.0,,670.0,,1.0
42.0,35.0,92.0,130.0,145.0,80.0,145.0,128.0,,,1.0
42.0,492.0,,130.0,115.0,80.0,,138.0,670.0,8.0,1.0
41.0,32.0,140.0,85.0,95.0,145.0,95.0,130.0,690.0,8.0,1.0
41.0,32.0,255.0,,250.0,,250.0,130.0,1125.0,8.0,1.0
42.0,492.0,,90.0,60.0,53.0,50.0,72.0,385.0,8.0,1.0
,27.0,100.0,130.0,100.0,63.0,60.0,97.0,,8.0,1.0
42.0,20.0,100.0,130.0,100.0,63.0,60.0,97.0,550.0,8.0,1.0
46.0,28.0,105.0,120.0,105.0,70.0,95.0,105.0,600.0,8.0,1.0
,,80.0,100.0,50.0,100.0,50.0,200.0,580.0,8.0,1.0
41.0,492.0,200.0,100.0,50.0,100.0,50.0,80.0,,8.0,1.0
37.0,,,145.0,130.0,65.0,110.0,30.0,580.0,8.0,
42.0,492.0,100.0,65.0,60.0,145.0,80.0,,580.0,8.0,
81.0,28.0,100.0,80.0,80.0,80.0,80.0,80.0,500.0,8.0,1.0
81.0,20.0,100.0,165.0,150.0,85.0,130.0,50.0,680.0,8.0,1.0
81.0,26.0,100.0,,80.0,,100.0,150.0,680.0,8.0,1.0
